text,likes,impressions,followers
I've run out of ideas on what to cook for tomorrow so yup no lunch box haha beli cafe je la sekali sekala,0,150,837
love crepes,2,119,1167
"Now that you mention it, I don't think I've had lunch yet. Figures that I'd feel faint.",0,2,133
"You would need less “self control” against temptations if you actively avoided them instead of knowingly walking head first into tempting situations. Applies to dieting, fidelity, and many other things.",11,751,2997
Had lunch with the fam 2 birthdays I gave my nephew some lego set to build and he was happy as a clam the entire time,0,69,864
I’m just starting to like Mexican food. Ion need all them juices nshit lol.,0,114,2448
"# Without immediate agricultural reforms, the country is vulnerable to an intensifying global food crisis 🥕🌽🍌🍉🍒🍈🥑🍇🍓🍐🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙VanEck says bank fees are ‘eroding’ Russia ETF’s assets",0,1,2
U will know how important it is to live in peace wit ur neighbor wen ur gas finished in D middle of ur cooking jollof rice on a Sunday Afternoon in one quiet area where u cannot refill gas ASAP,0,7,35
"If I see jollof rice now ehh, I’ll cry",1,111,2092
U will know how important it is to live in peace wit ur neighbor wen ur gas finished in D middle of ur cooking jollof rice on a Sunday Afternoon in one quiet area where u cannot refill gas ASAP,0,7,34
"forgot that i slept like shit and threw up all because i have a smoothie, pregnancy is no longer difficult 🤓",0,7,11
"Morning.

( Drinks a whole pot of coffee straight up )",0,18,26
Your diet is so important during your weight loss journey. As soon as I started counting my calories and getting away from processed foods the weight started dropping. It’s been two weeks and I’m already down 6lbs. Oh and protein and veggies!!! Eat em a lot lol.,6,721,94
woof woof wats for lunch lol,0,5,26
Idk if I Should Cook Or Just Get Some Jamaican Food 😂,4,364,1924
i feel so sick and all i want is a tart cherry smoothie i want it so fucking bad 😭,0,86,327
"send for my lunch 🙈
it’s the least you can do after all yesterdays new content",16,2662,5148
"🗓 Today 12pm-7:30pm @ Center Of Universe Brewery (11293 Air Park Rd, 23005) @sffRVA",0,2,13
So I just put champagne in my smoothie lmao and it’s so good 😮‍💨,1,24,76
I had one of the green smoothies from Tropical smoothie lastnight and baby my body is pushing EVERYTHING out of me. Sheeesh!,1,195,690
"Last year, thanks to your help, we reached the FINALS in @stlmag's A-List Awards. Think we can do it again in the Brewery category?

Now until January 26 you can nominate your favorite businesses, arts institutions, attractions, personalities, and more by..",1,154,192
"The division in the Nigeria is a bit  too much.
We are divided by class and status. 
We are divided by tribes/ethnicity. 
We are divided by religion/beliefs. 
There's no common Nigeria identity that suits everyone except when we argue about jollof rice with Ghanaians. Just sad",0,37,999
"I've always wanted to eat crepes at a cafe, do you want to get some crepes with me? ☆",0,37,691
took this kid to get birria tacos one time and he found out they have ramen there and now he keeps sending me birria ramen tiktoks and even sent me the facebook of restaurant we went to to show me how good the ramen looks 😭,0,20,475
"""I thought it just might be a man in the ski department who’d sent it.""
""I’m sorry.""
""No, I’m delighted."" She leaned back in the booth. “I doubt very much if I’d have gone to lunch with him.""",0,1,3
┣┓웃┏♨❤♨┑유┏┥ (It's  and lunch time has come..),0,8,476
"Huskies go for the sweep over the Gophs in a matinee matchup at 3M Arena. Huskies got a huge lift last night in-front of the best fans in college hockey. Today, they'll need bring their hard hats and lunch pails..it's going to be a battle.

Prediction: SCSU wins. @GOHUSKIESWOOOOO",4,210,698
"Morning smoothie, water and some sunlight setting the tone for this beautiful day",1,210,3541
The health of your gut can affect your energy levels and overall well-being. Make sure to prioritize gut health by eating a balanced diet and staying hydrated. #guthealth #wellness #nutrition #hydration #energy,0,0,2
"Todays a great day for #Giants fans

Game doesn’t matter, benching starters, basically a fan bye week before the playoffs 

If you’re smart…take your girl out to lunch. “Babe, you’re more important than football” 

Win win situation for everyone 😂",3,197,45
"People seriously bragging about fasting.

Eat at 8pm.

Go to bed at midnight.

Wake up 9am.

Hit the gym without breakfast 10am.

Work out hard will suppress your appetite anyway.

Shower etc etc.

Eat a lunch around 2pm.

Done. 18 hour fast.

0% effort.",0,10,3
Support the Restaurants in #WhitePlains during this month's RESTAURANT MONTH 2023! Featuring diverse menu options for lunch and/or dinner. Come out and experience the best of downtown White Plains!  #yum applyhttps://wpbid.com/events/restaurant-month-2023/,0,13,247
BOOM!!  It's noon time Halifax!  Enjoy your lunch!,0,1,16
I got blocked for telling a friend I wanted to go to lunch with her and catch up about things. Insecure partners are wild,0,49,798
whatever renjun and ten are going to thailand for i hope they have fun and renjun gets to try lots of thai food because they're imaculate,0,197,165
Retweet if ur #unvaxxed #unvaccinatedisnonGMO #nonGMOhuman #nonGMO,1,9,358
"today is gonna be a great day
(i made a smoothie)",0,8,11
"Man, I'm hungry. What should I have for lunch...? Wait, do I have any money?",0,47,1072
Meditating without changing your lifestyle is like working out without changing your diet.,1,112,68
Lunch wolf eats bleakly; Fox wails ferociously; Happy sky blue noon.,0,2,38
If you’re a new follower indicate yourself let me buy you lunch 🤝🖤,12,603,493
"I'm baking cake 🎂 today!

I've bought baking powder, curry, &amp; zobo for coloring!

What am I missing???",40,1127,3993
was eating lunch with my parents in this restaurant and when i went to the washroom he followed me asking for my number and MY DAD WAS THERE… bro got rejected,4,140,928
Who wanna treat me to kbbq dm me 🤪,4,3397,2644
HARRY STYLES - MUSIC FOR A SUSHI RESTAURANT,0,21,3597
i want a beer and empanadas so bad 🥺🥺 i was so sad the brewery was closed last night,0,30,105
I went out for lunch with my man and I heard him ask the waitress why she’s not on the menu 🥲,18,413,1223
I drink soda for lunch,2,43,186
"Chocolate panettone and espresso for lunch, My wife's Italian routes are well and truly engrained in me now ☕",0,145,1136
"nah the smoothie buss, &amp; i found this one on tiktok",0,471,30294
Stevens Point Cookies N' Creme   (@pointbrewery)  is now on tap,0,67,989
want some thai food,0,152,1044
Woke up at 7am and drank the Diet Coke from McDonald’s that sat on my night stand all night after ordering food drunk at 1am. Happy Sunday,5,428,671
flipping crepes with my hands like rotis,0,42,270
"welp its been a long time since a headache has made me sick enough to lose my lunch, feeling way better so might stream in a bit",0,15,46
"1/ Does anyone have experience with food sensitivity tests? I'm struggling with ""mystery allergies"" and I'm wondering if this might be diet related.",0,465,1952
Yay they've put one of my most FAVORITE movies on Youtube for free! I know what I'll be watching after church and lunch today! #FindingNeverland,1,19,152
"My mistress loves Ice cream very much. ""Aisu~!"" that's what she said everyday after her breakfast, lunch and dinner time *smiles* #MeidoBot",0,10,73
*Takes a sip out of my smoothie* Yassss!!,0,5,36
Just ate extra spicy ramen noodles my head hurts so bad,1,111,73
"# Without immediate agricultural reforms, the country is vulnerable to an intensifying global food crisis 🥕🌽🍳🥚🍲🍐🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓🍐🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳Bond default: Russia shows it is fluent in payments propaganda",0,0,2
"It’s 9am.. my wife just looked at me and said “I know what I want for lunch… @Wingstop and they open in 2 hours” 

This is why I married her.",1,239,54726
Ofada rice and Efo riro is what i want,2,52,1436
I need some lunch,0,42,847
Carnivorous undergraduates eat candy-coated ramen.,0,0,5
i had a dream lastnight &amp; i was back in school &amp; the lunch ladies was trying me … boyyyy did i flip the whole school 🤣🤣,0,96,1911
"death row meal:
-arossos pink vodka pasta
-dgts cajun chicken tacos 
-the entire pizza i got foe €2.50 on a cart in rome
-my chipotle order w chips n guac 
-doctor pepper and ginger beer 
-sweet stolen lemon from italy
-ramen w siracha
-a singular ruby grapefruit whiteclaw",0,112,19
Eh? You’re leaving? We should eat lunch together!,0,32,597
Waakye should be added to first aid box.,0,13,419
We are at Vikki and David's @HarperDavid19 for our Sunday lunch.,1,41,1488
I get really frustrated trying to remake Caribbean dishes that I miss from childhood but can’t get any of the ingredients in this town 😤,0,63,284
"I’m getting close to $100, I think I’ll take a lunch break after that and then go out again a bit later. Wanna’ have $300 next paycheck. $200 for my trip, and $100 to pay for next week’s gas for work.",0,57,901
"Woke up for 2nd time this morning. This time the 2 smallest toes on my left foot are totally numb, but I have no back pain. Ill take it. Now if I can get in the mood, gotta get some cooking in. Baked ziti and vegetable ramen are on the list.",0,13,261
how to hurt me : post makanan indonesia,0,83,776
Bring me lunch 👀,0,29,112
You know what’s crazy to me 🤔 Females be really giving guys there number who complain about spotting them $20 for lunch! Like the least you gone do is feed me 😂😂😂🤷🏽‍♀️,0,22,214
Surprise visit at work he’s literally the sweetest got me flowers and lunch 🥹🫶🏻,0,51,34
"I shouldn’t mix whiskey, Guinness, cocktails, beer and g&amp;t. It’s not wise",7,903,655
"Back to work tomorrow 

Fairway starts at 13:05 have to deliver my codes tonight...

I hope there will be time in lunch to drop a view on twitter .",55,8036,10349
My friend said we could go to brunch or I could come over and help her make cookies ... I chose baking... 😩 Yup I'm officially old.,0,46,311
"It all started with shorts that made me curious.
Me: 1 ep before work wouldn’t hurt.
Me: This is interesting, 2nd episode during lunch break
Also me: Finished all 8 episodes in 1 working day. I understand the hype now.. So give me season 2",0,22,78
I be here counting down the minutes til I can go to lunch and regroup and they decided we working through it today🙃,0,39,546
Some tropical smoothie sound so clutch right now,0,41,832
"I'm being kind now.  Lower cholesterol at your PERIL,  Lower insulin to improve your health.  Change your diet, improve your lifestyle and stay the hell away from toxic drugs such as Statins and  Repatha.",270,14685,19956
I am done drinking these fruity drinks at the bars it’s whiskey and beer or nothing,3,273,1055
Remember the first time we ate together? You bought a yakisoba bread then too.,0,23,675
Physical therapy done for the day! Pizza for lunch today,0,1,95
"My Sunday is going so beautiful. My babe is making Sunday lunch for us and I'm busy washing dishes. Putched, sipping and jammin some Rnb. I suspect these are the days I've dreamt of. 😍❤",0,53,1712
okay my calorie limit is gonna be 600 and 2 months before summer i’ll do the abc diet because i really can’t sleep rn,0,19,78
all kind of doritos is good it would be nice to have doritos for lunch that sound good,0,2,59
"why does my mom always want to get lunch at the restaurants with the highest cal options &lt;/3
can’t really skip it because after lunch she wants to go to one of my favorite stores bc they’re having a sale but let’s see how late i can get there in hopes i can avoid most of the meal",0,36,232
